legislatura,year,cargo,nombre,sexo
Cuarta,2/05/1990,Ministra portavoz del Gobierno,Rosa Conde Gutiérrez del Álamo,Mujer
Cuarta,15/01/1991,Presidente del Gobierno,Felipe González Márquez,Hombre
Cuarta,15/01/1991,Ministro de Asuntos Exteriores,Francisco Fernández Ordóñez,Hombre
Cuarta,15/01/1991,Ministro de Justicia,Enrique Múgica Herzog,Hombre
Cuarta,15/01/1991,Ministro de Defensa,Narcís Serra i Serra,Hombre
Cuarta,15/01/1991,Ministro de Economía y Hacienda,Carlos Solchaga Catalán,Hombre
Cuarta,15/01/1991,Ministro del Interior,José Luis Corcuera Cuesta,Hombre
Cuarta,15/01/1991,Ministro de Obras Públicas y Urbanismo,Javier Luis Sáenz Cosculluela,Hombre
Cuarta,15/01/1991,Ministro de Educación y Ciencia,Javier Solana Madariaga,Hombre
Cuarta,15/01/1991,Ministro de Trabajo y Seguridad Social,Luis Martínez Noval,Hombre
Cuarta,15/01/1991,Ministro de Industria y Energía,José Claudio Aranzadi Martínez,Hombre
Cuarta,15/01/1991,"Ministro de Agricultura, Pesca y Alimentación",Carlos Romero Herrera,Hombre
Cuarta,15/01/1991,Ministro para las Administraciones Públicas,Joaquín Almunia Amann,Hombre
Cuarta,15/01/1991,"Ministro de Transportes, Turismo y Comunicaciones",José Barrionuevo Peña,Hombre
Cuarta,15/01/1991,Ministro de Cultura,Jorge Semprún y Maura,Hombre
Cuarta,15/01/1991,Ministro de Sanidad y Consumo,Julián García Vargas,Hombre
Cuarta,15/01/1991,Ministro de Relaciones con las Cortes y de la Secretaría del Gobierno,Virgilio Zapatero Gómez,Hombre
Cuarta,15/01/1991,Ministra de Asuntos Sociales,Matilde Fernández Sanz,Mujer
Cuarta,15/01/1991,Ministra portavoz del Gobierno,Rosa Conde Gutiérrez del Álamo,Mujer
Cuarta,13/03/1991,Presidente del Gobierno,Felipe González Márquez,Hombre
Cuarta,13/03/1991,Vicepresidente del Gobierno,Narcís Serra i Serra,Hombre
Cuarta,13/03/1991,Ministro de Asuntos Exteriores,Francisco Fernández Ordóñez,Hombre
Cuarta,13/03/1991,Ministro de Justicia,Tomás de la Quadra-Salcedo y Fernández del Castillo,Hombre
Cuarta,13/03/1991,Ministro de Defensa,Julián García Vargas,Hombre
Cuarta,13/03/1991,Ministro de Economía y Hacienda,Carlos Solchaga Catalán,Hombre
Cuarta,13/03/1991,Ministro del Interior,José Luis Corcuera Cuesta,Hombre
Cuarta,13/03/1991,Ministro de Obras Públicas y Transporte,Josep Borrell Fontelles,Hombre
Cuarta,13/03/1991,Ministro de Educación y Ciencia,Javier Solana Madariaga,Hombre
Cuarta,13/03/1991,Ministro de Trabajo y Seguridad Social,Luis Martínez Noval,Hombre
Cuarta,13/03/1991,"Ministro de Industria, Comercio y Turismo",José Claudio Aranzadi Martínez,Hombre
Cuarta,13/03/1991,"Ministro de Agricultura, Pesca y Alimentación",Pedro Solbes Mira,Hombre
Cuarta,13/03/1991,Ministro para las Administraciones Públicas,Juan Manuel Eguiagaray Ucelay,Hombre
Cuarta,13/03/1991,Ministro de Cultura,Jordi Solé Tura,Hombre
Cuarta,13/03/1991,Ministro de Sanidad y Consumo,Julián García Valverde,Hombre
Cuarta,13/03/1991,Ministro de Relaciones con las Cortes y de la Secretaría del Gobierno,Virgilio Zapatero Gómez,Hombre
Cuarta,13/03/1991,Ministra de Asuntos Sociales,Matilde Fernández Sanz,Mujer
Cuarta,13/03/1991,Ministra portavoz del Gobierno,Rosa Conde Gutiérrez del Álamo,Mujer
Cuarta,15/01/1992,Presidente del Gobierno,Felipe González Márquez,Hombre
Cuarta,15/01/1992,Vicepresidente del Gobierno,Narcís Serra i Serra,Hombre
Cuarta,15/01/1992,Ministro de Asuntos Exteriores,Francisco Fernández Ordóñez,Hombre
Cuarta,15/01/1992,Ministro de Justicia,Tomás de la Quadra-Salcedo y Fernández del Castillo,Hombre
Cuarta,15/01/1992,Ministro de Defensa,Julián García Vargas,Hombre
Cuarta,15/01/1992,Ministro de Economía y Hacienda,Carlos Solchaga Catalán,Hombre
Cuarta,15/01/1992,Ministro del Interior,José Luis Corcuera Cuesta,Hombre
Cuarta,15/01/1992,Ministro de Obras Públicas y Transporte,Josep Borrell Fontelles,Hombre
Cuarta,15/01/1992,Ministro de Educación y Ciencia,Javier Solana Madariaga,Hombre
Cuarta,15/01/1992,Ministro de Trabajo y Seguridad Social,Luis Martínez Noval,Hombre
Cuarta,15/01/1992,"Ministro de Industria, Comercio y Turismo",José Claudio Aranzadi Martínez,Hombre
Cuarta,15/01/1992,"Ministro de Agricultura, Pesca y Alimentación",Pedro Solbes Mira,Hombre
Cuarta,15/01/1992,Ministro para las Administraciones Públicas,Juan Manuel Eguiagaray Ucelay,Hombre
Cuarta,15/01/1992,Ministro de Cultura,Jordi Solé Tura,Hombre
Cuarta,15/01/1992,Ministro de Sanidad y Consumo,José Antonio Griñán Martínez,Hombre
Cuarta,15/01/1992,Ministro de Relaciones con las Cortes y de la Secretaría del Gobierno,Virgilio Zapatero Gómez,Hombre
Cuarta,15/01/1992,Ministra de Asuntos Sociales,Matilde Fernández Sanz,Mujer
Cuarta,15/01/1992,Ministra portavoz del Gobierno,Rosa Conde Gutiérrez del Álamo,Mujer
Cuarta,24/06/1992,Presidente del Gobierno,Felipe González Márquez,Hombre
Cuarta,24/06/1992,Vicepresidente del Gobierno,Narcís Serra i Serra,Hombre
Cuarta,24/06/1992,Ministro de Asuntos Exteriores,Javier Solana Madariaga,Hombre
Cuarta,24/06/1992,Ministro de Justicia,Tomás de la Quadra-Salcedo y Fernández del Castillo,Hombre
Cuarta,24/06/1992,Ministro de Defensa,Julián García Vargas,Hombre
Cuarta,24/06/1992,Ministro de Economía y Hacienda,Carlos Solchaga Catalán,Hombre
Cuarta,24/06/1992,Ministro del Interior,José Luis Corcuera Cuesta,Hombre
Cuarta,24/06/1992,Ministro de Obras Públicas y Transporte,Josep Borrell Fontelles,Hombre
Cuarta,24/06/1992,Ministro de Educación y Ciencia,Alfredo Pérez Rubalcaba,Hombre
Cuarta,24/06/1992,Ministro de Trabajo y Seguridad Social,Luis Martínez Noval,Hombre
Cuarta,24/06/1992,"Ministro de Industria, Comercio y Turismo",José Claudio Aranzadi Martínez,Hombre
Cuarta,24/06/1992,"Ministro de Agricultura, Pesca y Alimentación",Pedro Solbes Mira,Hombre
Cuarta,24/06/1992,Ministro para las Administraciones Públicas,Juan Manuel Eguiagaray Ucelay,Hombre
Cuarta,24/06/1992,Ministro de Cultura,Jordi Solé Tura,Hombre
Cuarta,24/06/1992,Ministro de Sanidad y Consumo,José Antonio Griñán Martínez,Hombre
Cuarta,24/06/1992,Ministro de Relaciones con las Cortes y de la Secretaría del Gobierno,Virgilio Zapatero Gómez,Hombre
Cuarta,24/06/1992,Ministra de Asuntos Sociales,Matilde Fernández Sanz,Mujer
Cuarta,24/06/1992,Ministra portavoz del Gobierno,Rosa Conde Gutiérrez del Álamo,Mujer
Quinta,14/07/1993,Presidente del Gobierno,Felipe González Márquez,Hombre
Quinta,14/07/1993,Vicepresidente del Gobierno,Narcís Serra i Serra,Hombre
Quinta,14/07/1993,Ministro de Asuntos Exteriores,Javier Solana Madariaga,Hombre
Quinta,14/07/1993,Ministro de Justicia,Juan Alberto Belloch Julbe,Hombre
Quinta,14/07/1993,Ministro de Defensa,Julián García Vargas,Hombre
Quinta,14/07/1993,Ministro de Economía y Hacienda,Pedro Solbes Mira,Hombre
Quinta,14/07/1993,Ministro del Interior,José Luis Corcuera Cuesta,Hombre
Quinta,14/07/1993,"Ministro de Obras Públicas, Transportes y Medio Ambiente",Josep Borrell Fontelles,Hombre
Quinta,14/07/1993,Ministro de Educación y Ciencia,Gustavo Suárez Pertierra,Hombre
Quinta,14/07/1993,Ministro de Trabajo y Seguridad Social,José Antonio Griñán Martínez,Hombre
Quinta,14/07/1993,Ministro de Industria y Energía,Juan Manuel Eguiagaray Ucelay,Hombre
Quinta,14/07/1993,"Ministro de Agricultura, Pesca y Alimentación",Vicente Albero Silla,Hombre
Quinta,14/07/1993,Ministro de la Presidencia,Alfredo Pérez Rubalcaba,Hombre
Quinta,14/07/1993,Ministro para las Administraciones Públicas,Jerónimo Saavedra Acevedo,Hombre
Quinta,14/07/1993,Ministra de Cultura,Carmen Alborch Bataller,Mujer
Quinta,14/07/1993,Ministra de Sanidad y Consumo,María Ángeles Amador Millán,Mujer
Quinta,14/07/1993,Ministra de Asuntos Sociales,Cristina Alberdi Alonso,Mujer
Quinta,14/07/1993,Ministro de Comercio y Turismo,Javier Gómez-Navarro Navarrete,Hombre
Quinta,25/11/1993,Presidente del Gobierno,Felipe González Márquez,Hombre
Quinta,25/11/1993,Vicepresidente del Gobierno,Narcís Serra i Serra,Hombre
Quinta,25/11/1993,Ministro de Asuntos Exteriores,Javier Solana Madariaga,Hombre
Quinta,25/11/1993,Ministro de Justicia,Juan Alberto Belloch Julbe,Hombre
Quinta,25/11/1993,Ministro de Defensa,Julián García Vargas,Hombre
Quinta,25/11/1993,Ministro de Economía y Hacienda,Pedro Solbes Mira,Hombre
Quinta,25/11/1993,Ministro del Interior,Antoni Asunción Hernández,Hombre
Quinta,25/11/1993,"Ministro de Obras Públicas, Transportes y Medio Ambiente",Josep Borrell Fontelles,Hombre
Quinta,25/11/1993,Ministro de Educación y Ciencia,Gustavo Suárez Pertierra,Hombre
Quinta,25/11/1993,Ministro de Trabajo y Seguridad Social,José Antonio Griñán Martínez,Hombre
Quinta,25/11/1993,Ministro de Industria y Energía,Juan Manuel Eguiagaray Ucelay,Hombre
Quinta,25/11/1993,"Ministro de Agricultura, Pesca y Alimentación",Vicente Albero Silla,Hombre
Quinta,25/11/1993,Ministro de la Presidencia,Alfredo Pérez Rubalcaba,Hombre
Quinta,25/11/1993,Ministro para las Administraciones Públicas,Jerónimo Saavedra Acevedo,Hombre
Quinta,25/11/1993,Ministra de Cultura,Carmen Alborch Bataller,Mujer
Quinta,25/11/1993,Ministra de Sanidad y Consumo,María Ángeles Amador Millán,Mujer
Quinta,25/11/1993,Ministra de Asuntos Sociales,Cristina Alberdi Alonso,Mujer
Quinta,25/11/1993,Ministro de Comercio y Turismo,Javier Gómez-Navarro Navarrete,Hombre
Quinta,6/05/1994,Presidente del Gobierno,Felipe González Márquez,Hombre
Quinta,6/05/1994,Vicepresidente del Gobierno,Narcís Serra i Serra,Hombre
Quinta,6/05/1994,Ministro de Asuntos Exteriores,Javier Solana Madariaga,Hombre
Quinta,6/05/1994,Ministro de Justicia e Interior,Juan Alberto Belloch Julbe,Hombre
Quinta,6/05/1994,Ministro de Defensa,Julián García Vargas,Hombre
Quinta,6/05/1994,Ministro de Economía y Hacienda,Pedro Solbes Mira,Hombre
Quinta,6/05/1994,"Ministro de Obras Públicas, Transportes y Medio Ambiente",Josep Borrell Fontelles,Hombre
Quinta,6/05/1994,Ministro de Educación y Ciencia,Gustavo Suárez Pertierra,Hombre
Quinta,6/05/1994,Ministro de Trabajo y Seguridad Social,José Antonio Griñán Martínez,Hombre
Quinta,6/05/1994,Ministro de Industria y Energía,Juan Manuel Eguiagaray Ucelay,Hombre
Quinta,6/05/1994,"Ministro de Agricultura, Pesca y Alimentación",Luis María Atienza Serna,Hombre
Quinta,6/05/1994,Ministro de la Presidencia,Alfredo Pérez Rubalcaba,Hombre
Quinta,6/05/1994,Ministro para las Administraciones Públicas,Jerónimo Saavedra Acevedo,Hombre
Quinta,6/05/1994,Ministra de Cultura,Carmen Alborch Bataller,Mujer
Quinta,6/05/1994,Ministra de Sanidad y Consumo,María Ángeles Amador Millán,Mujer
Quinta,6/05/1994,Ministra de Asuntos Sociales,Cristina Alberdi Alonso,Mujer
Quinta,6/05/1994,Ministro de Comercio y Turismo,Javier Gómez-Navarro Navarrete,Hombre
Quinta,3/07/1995,Presidente del Gobierno,Felipe González Márquez,Hombre
Quinta,3/07/1995,Ministro de Asuntos Exteriores,Javier Solana Madariaga,Hombre
Quinta,3/07/1995,Ministro de Justicia e Interior,Juan Alberto Belloch Julbe,Hombre
Quinta,3/07/1995,Ministro de Defensa,Gustavo Suárez Pertierra,Hombre
Quinta,3/07/1995,Ministro de Economía y Hacienda,Pedro Solbes Mira,Hombre
Quinta,3/07/1995,"Ministro de Obras Públicas, Transportes y Medio Ambiente",Josep Borrell Fontelles,Hombre
Quinta,3/07/1995,Ministro de Educación y Ciencia,Jerónimo Saavedra Acevedo,Hombre
Quinta,3/07/1995,Ministro de Trabajo y Seguridad Social,José Antonio Griñán Martínez,Hombre
Quinta,3/07/1995,Ministro de Industria y Energía,Juan Manuel Eguiagaray Ucelay,Hombre
Quinta,3/07/1995,"Ministro de Agricultura, Pesca y Alimentación",Luis María Atienza Serna,Hombre
Quinta,3/07/1995,Ministro de la Presidencia,Alfredo Pérez Rubalcaba,Hombre
Quinta,3/07/1995,Ministro para las Administraciones Públicas,Juan Lerma Blasco,Hombre
Quinta,3/07/1995,Ministra de Cultura,Carmen Alborch Bataller,Mujer
Quinta,3/07/1995,Ministra de Sanidad y Consumo,María Ángeles Amador Millán,Mujer
Quinta,3/07/1995,Ministra de Asuntos Sociales,Cristina Alberdi Alonso,Mujer
Quinta,3/07/1995,Ministro de Comercio y Turismo,Javier Gómez-Navarro Navarrete,Hombre
Quinta,19/12/1995,Presidente del Gobierno,Felipe González Márquez,Hombre
Quinta,19/12/1995,Ministro de Asuntos Exteriores,Carlos Westendorp y Cabeza,Hombre
Quinta,19/12/1995,Ministro de Justicia e Interior,Juan Alberto Belloch Julbe,Hombre
Quinta,19/12/1995,Ministro de Defensa,Gustavo Suárez Pertierra,Hombre
Quinta,19/12/1995,Ministro de Economía y Hacienda,Pedro Solbes Mira,Hombre
Quinta,19/12/1995,"Ministro de Obras Públicas, Transportes y Medio Ambiente",Josep Borrell Fontelles,Hombre
Quinta,19/12/1995,Ministro de Educación y Ciencia,Jerónimo Saavedra Acevedo,Hombre
Quinta,19/12/1995,Ministro de Trabajo y Seguridad Social,José Antonio Griñán Martínez,Hombre
Quinta,19/12/1995,Ministro de Industria y Energía,Juan Manuel Eguiagaray Ucelay,Hombre
Quinta,19/12/1995,"Ministro de Agricultura, Pesca y Alimentación",Luis María Atienza Serna,Hombre
Quinta,19/12/1995,Ministro de la Presidencia,Alfredo Pérez Rubalcaba,Hombre
Quinta,19/12/1995,Ministro para las Administraciones Públicas,Juan Lerma Blasco,Hombre
Quinta,19/12/1995,Ministra de Cultura,Carmen Alborch Bataller,Mujer
Quinta,19/12/1995,Ministra de Sanidad y Consumo,María Ángeles Amador Millán,Mujer
Quinta,19/12/1995,Ministra de Asuntos Sociales,Cristina Alberdi Alonso,Mujer
Quinta,19/12/1995,Ministro de Comercio y Turismo,Javier Gómez-Navarro Navarrete,Hombre
Sexta,6/05/1996,Presidente del Gobierno,José María Aznar López,Hombre
Sexta,6/05/1996,Vicepresidente primero del Gobierno y ministro de la Presidencia,Francisco Álvarez-Cascos Fernández,Hombre
Sexta,6/05/1996,Vicepresidente segundo del Gobierno y ministro de Economía y Hacienda,Rodrigo de Rato y Figaredo,Hombre
Sexta,6/05/1996,Ministro de Asuntos Exteriores,Abel Matutes Juan,Hombre
Sexta,6/05/1996,Ministra de Justicia,Margarita Mariscal de Gante y Mirón,Mujer
Sexta,6/05/1996,Ministro de Defensa,Eduardo Serra Rexach,Hombre
Sexta,6/05/1996,Ministro de Interior,Jaime Mayor Oreja,Hombre
Sexta,6/05/1996,Ministro de Fomento,Rafael Arias-Salgado y Montalvo,Hombre
Sexta,6/05/1996,Ministra de Educación y Cultura,Esperanza Aguirre y Gil de Biedma,Mujer
Sexta,6/05/1996,Ministro de Trabajo y Asuntos Sociales,Javier Arenas Bocanegra,Hombre
Sexta,6/05/1996,Ministro de Industria y Energía,Josep Piqué i Camps,Hombre
Sexta,6/05/1996,"Ministra de Agricultura, Pesca y Alimentación",Loyola de Palacio del Valle-Lersundi,Mujer
Sexta,6/05/1996,Ministro de Administraciones Públicas,Mariano Rajoy Brey,Hombre
Sexta,6/05/1996,Ministro de Sanidad y Consumo,José Manuel Romay Beccaría,Hombre
Sexta,6/05/1996,Ministra de Medio Ambiente,Isabel Tocino Biscarolasaga,Mujer
Sexta,19/01/1999,Presidente del Gobierno,José María Aznar López,Hombre
Sexta,19/01/1999,Vicepresidente primero del Gobierno y ministro de la Presidencia,Francisco Álvarez-Cascos Fernández,Hombre
Sexta,19/01/1999,Vicepresidente segundo del Gobierno y ministro de Economía y Hacienda,Rodrigo de Rato y Figaredo,Hombre
Sexta,19/01/1999,Ministro de Asuntos Exteriores,Abel Matutes Juan,Hombre
Sexta,19/01/1999,Ministra de Justicia,Margarita Mariscal de Gante y Mirón,Mujer
Sexta,19/01/1999,Ministro de Defensa,Eduardo Serra Rexach,Hombre
Sexta,19/01/1999,Ministro de Interior,Jaime Mayor Oreja,Hombre
Sexta,19/01/1999,Ministro de Fomento,Rafael Arias-Salgado y Montalvo,Hombre
Sexta,19/01/1999,Ministro de Educación y Cultura,Mariano Rajoy Brey,Hombre
Sexta,19/01/1999,Ministro de Trabajo y Asuntos Sociales,Manuel Pimentel Siles,Hombre
Sexta,19/01/1999,Ministro de Industria y Energía,Josep Piqué i Camps,Hombre
Sexta,19/01/1999,"Ministro de Agricultura, Pesca y Alimentación",Loyola de Palacio del Valle-Lersundi,Mujer
Sexta,19/01/1999,Ministro de Administraciones Públicas,Ángel Acebes Paniagua,Hombre
Sexta,19/01/1999,Ministro de Sanidad y Consumo,José Manuel Romay Beccaría,Hombre
Sexta,19/01/1999,Ministra de Medio Ambiente,Isabel Tocino Biscarolasaga,Mujer
Sexta,30/04/1999,Presidente del Gobierno,José María Aznar López,Hombre
Sexta,30/04/1999,Vicepresidente primero del Gobierno y ministro de la Presidencia,Francisco Álvarez-Cascos Fernández,Hombre
Sexta,30/04/1999,Vicepresidente segundo del Gobierno y ministro de Economía y Hacienda,Rodrigo de Rato y Figaredo,Hombre
Sexta,30/04/1999,Ministro de Asuntos Exteriores,Abel Matutes Juan,Hombre
Sexta,30/04/1999,Ministra de Justicia,Margarita Mariscal de Gante y Mirón,Mujer
Sexta,30/04/1999,Ministro de Defensa,Eduardo Serra Rexach,Hombre
Sexta,30/04/1999,Ministro de Interior,Jaime Mayor Oreja,Hombre
Sexta,30/04/1999,Ministro de Fomento,Rafael Arias-Salgado y Montalvo,Hombre
Sexta,30/04/1999,Ministro de Educación y Cultura,Mariano Rajoy Brey,Hombre
Sexta,30/04/1999,Ministro de Trabajo y Asuntos Sociales,Manuel Pimentel Siles,Hombre
Sexta,30/04/1999,Ministro de Industria y Energia,Josep Piqué i Camps,Hombre
Sexta,30/04/1999,"Ministro de Agricultura, Pesca y Alimentación",Jesús María Posada Moreno,Hombre
Sexta,30/04/1999,Ministro de Administraciones Públicas,Ángel Acebes Paniagua,Hombre
Sexta,30/04/1999,Ministro de Sanidad y Consumo,José Manuel Romay Beccaría,Hombre
Sexta,30/04/1999,Ministra de Medio Ambiente,Isabel Tocino Biscarolasaga,Mujer
Sexta,21/02/2000,Presidente del Gobierno,José María Aznar López,Hombre
Sexta,21/02/2000,Vicepresidente primero del Gobierno y ministro de la Presidencia,Francisco Álvarez-Cascos Fernández,Hombre
Sexta,21/02/2000,Vicepresidente segundo del Gobierno y ministro de Economía y Hacienda,Rodrigo de Rato y Figaredo,Hombre
Sexta,21/02/2000,Ministro de Asuntos Exteriores,Abel Matutes Juan,Hombre
Sexta,21/02/2000,Ministra de Justicia,Margarita Mariscal de Gante y Mirón,Mujer
Sexta,21/02/2000,Ministro de Defensa,Eduardo Serra Rexach,Hombre
Sexta,21/02/2000,Ministro de Interior,Jaime Mayor Oreja,Hombre
Sexta,21/02/2000,Ministro de Fomento,Rafael Arias-Salgado y Montalvo,Hombre
Sexta,21/02/2000,Ministro de Educación y Cultura,Mariano Rajoy Brey,Hombre
Sexta,21/02/2000,Ministro de Trabajo y Asuntos Sociales,Juan Carlos Aparicio Pérez,Hombre
Sexta,21/02/2000,Ministro de Industria y Energía,Josep Piqué i Camps,Hombre
Sexta,21/02/2000,"Ministro de Agricultura, Pesca y Alimentación",Jesús María Posada Moreno,Hombre
Sexta,21/02/2000,Ministro de Administraciones Públicas,Ángel Acebes Paniagua,Hombre
Sexta,21/02/2000,Ministro de Sanidad y Consumo,José Manuel Romay Beccaría,Hombre
Sexta,21/02/2000,Ministra de Medio Ambiente,Isabel Tocino Biscarolasaga,Mujer
Septima,28/04/2000,Presidente del Gobierno,José María Aznar López,Hombre
Septima,28/04/2000,Vicepresidente primero y ministro de la Presidencia,Mariano Rajoy Brey,Hombre
Septima,28/04/2000,Vicepresidente segundo para Asuntos Económicos y ministro de Economía,Rodrigo de Rato y Figaredo,Hombre
Septima,28/04/2000,Ministro de Asuntos Exteriores,Josep Piqué i Camps,Hombre
Septima,28/04/2000,Ministro de Justicia,Ángel Acebes Paniagua,Hombre
Septima,28/04/2000,Ministro de Defensa,Federico Trillo-Figueroa y Martínez-Conde,Hombre
Septima,28/04/2000,Ministro de Hacienda,Cristóbal Montoro Romero,Hombre
Septima,28/04/2000,Ministro del Interior,Jaime Mayor Oreja,Hombre
Septima,28/04/2000,Ministro de Fomento,Francisco Álvarez-Cascos Fernández,Hombre
Septima,28/04/2000,"Ministra de Educación, Cultura y Deporte",Pilar del Castillo Vera,Mujer
Septima,28/04/2000,Ministro de Trabajo y Asuntos Sociales,Juan Carlos Aparicio Pérez,Hombre
Septima,28/04/2000,"Ministro de Agricultura, Pesca y Alimentación",Miguel Arias Cañete,Hombre
Septima,28/04/2000,Ministro de Administraciones Públicas,Jesús Posada Moreno,Hombre
Septima,28/04/2000,Ministra de Sanidad y Consumo,Celia Villalobos Talero,Mujer
Septima,28/04/2000,Ministro de Medio Ambiente,Jaime Matas i Palou,Hombre
Septima,28/04/2000,Ministra de Ciencia y Tecnología,Anna María Birulés Bertrán,Mujer
Septima,28/04/2000,"Ministro portavoz del Gobierno, sin cartera",Pío Cabanillas Alonso,Hombre
Septima,28/02/2001,Presidente del Gobierno,José María Aznar López,Hombre
Septima,28/02/2001,Vicepresidente primero y ministro de Interior,Mariano Rajoy Brey,Hombre
Septima,28/02/2001,Vicepresidente segundo para Asuntos Económicos y ministro de Economía,Rodrigo de Rato y Figaredo,Hombre
Septima,28/02/2001,Ministro de Asuntos Exteriores,Josep Piqué i Camps,Hombre
Septima,28/02/2001,Ministro de Justicia,Ángel Acebes Paniagua,Hombre
Septima,28/02/2001,Ministro de Defensa,Federico Trillo-Figueroa y Martínez-Conde,Hombre
Septima,28/02/2001,Ministro de Hacienda,Cristóbal Montoro Romero,Hombre
Septima,28/02/2001,Ministro de Fomento,Francisco Álvarez-Cascos Fernández,Hombre
Septima,28/02/2001,"Ministra de Educación, Cultura y Deporte",Pilar del Castillo Vera,Mujer
Septima,28/02/2001,Ministro de Trabajo y Asuntos Sociales,Juan Carlos Aparicio Pérez,Hombre
Septima,28/02/2001,"Ministro de Agricultura, Pesca y Alimentación",Miguel Arias Cañete,Hombre
Septima,28/02/2001,Ministro de Administraciones Públicas,Jesús Posada Moreno,Hombre
Septima,28/02/2001,Ministra de Sanidad y Consumo,Celia Villalobos Talero,Mujer
Septima,28/02/2001,Ministro de Medio Ambiente,Jaime Matas i Palou,Hombre
Septima,28/02/2001,Ministro de la Presidencia,Juan José Lucas Jiménez,Hombre
Septima,28/02/2001,Ministra de Ciencia y Tecnología,Anna María Birulés Bertrán,Mujer
Septima,28/02/2001,"Ministro portavoz del Gobierno, sin cartera",Pío Cabanillas Alonso,Hombre
Septima,10/07/2002,Presidente del Gobierno,José María Aznar López,Hombre
Septima,10/07/2002,"Vicepresidente primero, ministro de la Presidencia y portavoz del Gobierno",Mariano Rajoy Brey,Hombre
Septima,10/07/2002,Vicepresidente segundo para Asuntos Económicos y ministro de Economía,Rodrigo de Rato y Figaredo,Hombre
Septima,10/07/2002,Ministra de Asuntos Exteriores,Ana Palacio Vallelersundi,Mujer
Septima,10/07/2002,Ministro de Justicia,José María Michavila Núñez,Hombre
Septima,10/07/2002,Ministro de Defensa,Federico Trillo-Figueroa y Martínez-Conde,Hombre
Septima,10/07/2002,Ministro de Hacienda,Cristóbal Montoro Romero,Hombre
Septima,10/07/2002,Ministro del Interior,Ángel Acebes Paniagua,Hombre
Septima,10/07/2002,Ministro de Fomento,Francisco Álvarez-Cascos Fernández,Hombre
Septima,10/07/2002,"Ministra de Educación, Cultura y Deporte",Pilar del Castillo Vera,Mujer
Septima,10/07/2002,Ministro de Trabajo y Asuntos Sociales,Eduardo Zaplana Hernández-Soro,Hombre
Septima,10/07/2002,"Ministro de Agricultura, Pesca y Alimentación",Miguel Arias Cañete,Hombre
Septima,10/07/2002,Ministro de Administraciones Públicas,Javier Arenas Bocanegra,Hombre
Septima,10/07/2002,Ministra de Sanidad y Consumo,Ana María Pastor Julián,Mujer
Septima,10/07/2002,Ministro de Medio Ambiente,Jaime Matas i Palou,Hombre
Septima,10/07/2002,Ministro de Ciencia y Tecnología,Josep Piqué i Camps,Hombre
Septima,3/03/2003,Presidente del Gobierno,José María Aznar López,Hombre
Septima,3/03/2003,"Vicepresidente primero, ministro de la Presidencia y portavoz del Gobierno",Mariano Rajoy Brey,Hombre
Septima,3/03/2003,Vicepresidente segundo para Asuntos Económicos y ministro de Economía,Rodrigo de Rato y Figaredo,Hombre
Septima,3/03/2003,Ministra de Asuntos Exteriores,Ana Palacio Vallelersundi,Mujer
Septima,3/03/2003,Ministro de Justicia,José María Michavila Núñez,Hombre
Septima,3/03/2003,Ministro de Defensa,Federico Trillo-Figueroa y Martínez-Conde,Hombre
Septima,3/03/2003,Ministro de Hacienda,Cristóbal Montoro Romero,Hombre
Septima,3/03/2003,Ministro del Interior,Ángel Acebes Paniagua,Hombre
Septima,3/03/2003,Ministro de Fomento,Francisco Álvarez-Cascos Fernández,Hombre
Septima,3/03/2003,"Ministra de Educación, Cultura y Deporte",Pilar del Castillo Vera,Mujer
Septima,3/03/2003,Ministro de Trabajo y Asuntos Sociales,Eduardo Zaplana Hernández-Soro,Hombre
Septima,3/03/2003,"Ministro de Agricultura, Pesca y Alimentación",Miguel Arias Cañete,Hombre
Septima,3/03/2003,Ministro de Administraciones Públicas,Javier Arenas Bocanegra,Hombre
Septima,3/03/2003,Ministra de Sanidad y Consumo,Ana María Pastor Julián,Mujer
Septima,3/03/2003,Ministra de Medio Ambiente,María Elvira Rodríguez Herrer,Mujer
Septima,3/03/2003,Ministro de Ciencia y Tecnología,Josep Piqué i Camps,Hombre
Septima,4/09/2003,Presidente del Gobierno,José María Aznar López,Hombre
Septima,4/09/2003,Vicepresidente primero y ministro de Economía,Rodrigo de Rato y Figaredo,Hombre
Septima,4/09/2003,Vicepresidente segundo y ministro de la Presidencia,Javier Arenas Bocanegra,Hombre
Septima,4/09/2003,Ministra de Asuntos Exteriores,Ana Palacio Vallelersundi,Mujer
Septima,4/09/2003,Ministro de Justicia,José María Michavila Núñez,Hombre
Septima,4/09/2003,Ministro de Defensa,Federico Trillo-Figueroa y Martínez-Conde,Hombre
Septima,4/09/2003,Ministro de Hacienda,Cristóbal Montoro Romero,Hombre
Septima,4/09/2003,Ministro del Interior,Ángel Acebes Paniagua,Hombre
Septima,4/09/2003,Ministro de Fomento,Francisco Álvarez-Cascos Fernández,Hombre
Septima,4/09/2003,"Ministra de Educación, Cultura y Deporte",Pilar del Castillo Vera,Mujer
Septima,4/09/2003,Ministro de Trabajo y Asuntos Sociales / Portavoz del Gobierno,Eduardo Zaplana Hernández-Soro,Hombre
Septima,4/09/2003,"Ministro de Agricultura, Pesca y Alimentación",Miguel Arias Cañete,Hombre
